Epoch,D Loss Real,D Loss Fake,G Loss,D Accuracy Real,D Accuracy Fake,G Accuracy,Diversity,Mode Collapse,Learning Rate,Convergence
100,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
200,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
300,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
400,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
500,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
600,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
700,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
800,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
900,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
1000,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
1100,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
1200,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
1300,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
1400,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
1500,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
1600,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
1700,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
1800,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
1900,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
2000,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
2100,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
2200,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
2300,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
2400,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
2500,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
2600,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
2700,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
2800,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
2900,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
3000,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
3100,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
3200,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
3300,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
3400,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
3500,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
3600,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
3700,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
3800,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
3900,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
4000,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
4100,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
4200,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
4300,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
4400,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
4500,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
4600,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
4700,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
4800,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
4900,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
5000,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
5100,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
5200,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
5300,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
5400,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
5500,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
5600,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
5700,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
5800,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
5900,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
6000,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
6100,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
6200,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
6300,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
6400,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
6500,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
6600,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
6700,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
6800,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
6900,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
7000,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
7100,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
7200,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
7300,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
7400,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
7500,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
7600,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
7700,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
7800,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
7900,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
8000,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
8100,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
8200,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
8300,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
8400,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
8500,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
8600,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
8700,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
8800,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
8900,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
9000,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
9100,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
9200,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
9300,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
9400,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
9500,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
9600,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
9700,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
9800,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
9900,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
10000,0.6993712186813354,0.6986773610115051,0.6931537985801697,0.41200000047683716,0.48399999737739563,0.49900001287460327,0.919431,False,0.0005,0.0006938576698303223
